size(bytes) Cmemmove(GB/s) Dmemmove(GB/s)
132 24.9794 24.9791
133 25.0129 25.0167
134 25.044 25.048
135 24.9964 25.0462
136 25.0986 25.0892
137 25.1244 25.1361
138 25.0569 25.1133
139 25.156 25.156
140 25.1787 25.1821
141 25.2027 25.2031
142 25.1993 25.2063
143 25.2165 25.2214
144 25.2376 25.2423
145 27.8895 27.8564
146 27.951 27.9467
147 27.9344 27.9359
148 27.979 27.9768
149 27.971 27.9751
150 28.0214 28.0004
151 28.0198 28.0131
152 28.0433 28.0694
153 28.0527 28.0597
154 28.0294 28.0436
155 28.0324 28.0269
156 28.0713 28.0762
157 28.068 28.0629
158 28.0399 28.0422
159 28.0328 28.0331
160 28.0328 28.0283
161 30.9419 30.9979
162 30.9312 31.0124
163 31.0305 31.0358
164 31.0387 31.0242
165 30.985 31.0179
166 30.9583 31.0314
167 31.014 31.0279
168 30.9478 31
169 30.9433 30.878
170 30.9313 30.9322
171 30.0452 29.9157
172 30.9371 30.9231
173 30.9105 30.9023
174 30.8826 30.906
175 30.8422 30.8533
176 30.7713 30.7847
177 30.8978 30.9151
178 30.8669 30.8926
179 30.7412 30.8125
180 30.7981 30.7996
181 30.7216 30.7736
182 30.7086 30.7057
183 30.6743 30.6775
184 30.611 30.4491
185 30.5694 30.5751
186 30.5345 30.5095
187 30.4827 30.4831
188 30.4407 30.4397
189 30.3959 30.3946
190 30.339 30.3488
191 30.2912 30.2834
192 30.1263 30.1263
193 30.2648 30.2709
194 30.2818 30.2754
195 30.2941 30.3034
196 30.3153 30.3234
197 30.2686 30.2679
198 30.2845 30.2906
199 30.3169 30.3165
200 30.2571 30.2115
201 30.2582 30.2768
202 30.289 30.287
203 30.2544 30.2556
204 30.2398 30.2387
205 30.207 30.2055
206 30.2094 30.2132
207 30.2178 30.2199
208 30.0809 30.082
209 32.8117 32.8154
210 32.7525 32.753
211 32.7771 32.7804
212 32.7297 32.7367
213 32.7688 32.7526
214 32.7158 32.7095
215 32.7341 32.7383
216 32.6832 32.6905
217 32.5506 32.4495
218 32.6566 32.6753
219 32.6197 32.6189
220 32.6325 32.6325
221 32.5737 32.5782
222 32.5424 32.5429
223 32.5573 32.5464
224 32.3813 32.3682
225 35.2434 35.35
226 35.2847 35.2899
227 35.2412 35.2417
228 35.1812 35.1854
229 35.23 35.2292
230 35.1889 35.1926
231 35.1366 35.1263
232 35.0549 35.1603
233 35.1096 35.0864
234 35.0497 35.0388
235 35.0156 34.962
236 34.9573 34.9358
237 34.9611 34.9895
238 34.9016 34.9103
239 34.8718 34.8885
240 34.6865 34.7103
241 34.7872 34.8055
242 34.7753 34.7762
243 34.716 34.7591
244 34.6849 34.6786
245 34.672 34.659
246 34.6031 34.5876
247 34.5198 34.5105
248 34.4999 34.4931
249 34.428 34.4371
250 34.3364 34.3577
251 34.3332 34.3172
252 34.264 34.2643
253 34.1776 34.1873
254 34.1043 34.0847
255 34.023 34.0377
256 33.8827 33.8696
500 42.0036 41.9978
700 44.1158 44.1057
3434 34.9435 34.9546
7128 35.3516 35.3568
13908 35.6189 35.6274
16343 35.4536 35.464
27897 35.7871 35.8086
32344 35.6294 35.5993
46830 33.0637 33.0505
64349 33.242 33.2621
gdc -O3 -m64 benchmarks.d Dmemset.d -o benchmarks
./benchmarks
