size(bytes) Cmemmove(GB/s) Dmemmove(GB/s)
92 17.3101 17.7723
93 17.51 17.9739
94 17.6885 18.1362
95 17.8814 18.3495
96 18.0649 18.558
97 18.2434 18.5806
98 18.4506 18.5851
99 18.6301 18.5656
100 18.8152 18.5476
101 18.9997 18.6166
102 19.1927 18.6066
103 19.3706 18.5992
104 19.5687 18.6003
105 20.3096 18.5849
106 20.5032 18.5832
107 20.6975 18.5766
108 20.9151 18.5375
109 21.0859 18.52
110 21.3016 18.4812
111 21.4742 18.4517
112 21.6979 18.4202
113 21.86 18.5809
114 22.0651 18.7467
115 22.2521 18.9135
116 22.424 19.073
117 22.3228 19.1755
118 22.7685 19.3366
119 22.9334 19.5208
120 23.1619 19.6779
121 23.3703 19.833
122 23.5117 20.0041
123 23.7703 20.1453
124 23.8816 20.3488
125 24.081 20.4998
126 24.318 20.6226
127 24.5016 20.8241
128 24.7265 20.9409
129 24.8642 20.9861
130 25.1087 20.9613
131 25.2625 20.9807
132 25.4917 20.9163
133 25.7025 20.9695
134 25.9351 20.9613
135 26.1327 20.9226
136 26.3307 20.9073
137 26.5321 20.8786
138 26.7109 20.8431
139 26.8756 20.8201
140 27.0751 20.7851
141 27.2927 20.7082
142 27.5052 20.6888
143 27.6497 20.6583
144 27.8449 20.589
145 28.0968 20.7527
146 28.2466 20.8753
147 28.4602 21.004
148 28.6311 21.1715
149 28.8713 21.2988
150 29.0188 21.4524
151 29.1945 21.6099
152 29.4336 21.7391
153 26.8683 21.8603
154 27.0312 22.0168
155 27.2207 22.1564
156 27.3698 22.2953
157 27.5627 22.4413
158 27.7373 22.5832
159 27.895 22.7112
160 28.075 22.8841
161 28.2963 22.8631
162 28.4556 22.8448
163 28.6335 22.7963
164 28.8016 22.7706
165 28.9942 22.7479
166 29.1315 22.727
167 29.3221 22.6695
168 29.5137 22.6476
169 26.6315 22.586
170 26.77 22.5699
171 26.9583 22.5296
172 27.0908 22.4758
173 27.2564 22.4191
174 27.4582 22.377
175 27.5993 22.3138
176 27.6647 22.2729
177 27.8924 22.3922
178 28.0198 22.5211
179 28.1974 22.6326
180 28.3508 22.781
181 28.5008 22.866
182 28.6626 23.0337
183 28.8178 23.1575
184 28.9453 23.2846
185 29.1369 23.3911
186 29.293 23.4947
187 29.4572 23.6348
188 29.619 23.7913
189 29.7941 23.9282
190 29.948 24.0318
191 30.1042 24.1479
192 30.2049 24.3099
193 30.3962 24.2615
194 30.5705 24.2151
195 30.7423 24.1812
196 30.9132 24.1629
197 31.0001 24.1234
198 31.1975 24.0926
199 31.3868 24.0536
200 31.5553 23.9744
201 31.6692 23.9565
202 31.8573 23.912
203 31.9513 23.8611
204 32.1586 23.8065
205 32.3416 23.7433
206 32.3955 23.6985
207 32.6405 23.665
208 32.6556 23.6036
209 32.9298 23.6673
210 33.0705 23.8195
211 33.2648 23.9258
212 33.3424 24.0373
213 33.5815 24.1441
214 33.6885 24.2567
215 33.909 24.3518
216 34.0214 24.4857
217 31.4471 24.542
218 31.6579 24.7099
219 31.6425 24.8309
220 31.9682 24.9502
221 32.1109 25.0349
222 32.2442 25.1602
223 32.4103 25.3149
224 32.3861 25.4097
225 32.6815 25.3533
226 32.8582 25.322
227 32.9634 25.2918
228 33.1667 25.2499
229 33.275 25.2354
230 33.4254 25.1621
231 33.5108 25.1293
232 33.7349 25.0924
233 30.984 25.0334
234 31.128 24.9665
235 31.2478 24.934
236 31.4382 24.8826
237 31.5322 24.8144
238 31.6182 24.7924
239 31.803 24.7296
240 31.6911 24.6524
241 32.0897 24.7621
242 32.1877 24.7939
243 32.2952 24.9547
244 32.4925 25.056
245 32.5948 25.1828
246 32.6824 25.2998
247 32.8703 25.3678
248 33.0122 25.478
249 33.1146 25.5861
250 33.2166 25.6611
251 33.4076 25.79
252 33.5224 25.9052
253 33.5926 25.9975
254 33.7499 26.1241
255 33.9559 26.1965
256 33.8519 26.3273
500 40.4157 29.3486
700 43.6723 31.0916
3434 34.5783 40.9741
7128 35.2982 46.34
13908 35.6427 49.1817
16343 35.2662 49.6221
27897 35.822 50.8127
32344 35.6812 49.2322
46830 33.1622 33.6382
64349 33.2035 34.0927
rdmd -O -inline -m64 --build-only benchmarks.d Dmemset.d
./benchmarks
