size(bytes) Cmemmove(GB/s) Dmemmove(GB/s)
125 24.201 24.2011
126 24.3683 24.3721
127 24.6026 24.6008
128 24.231 24.0829
129 24.8319 24.8283
130 24.9218 24.9223
131 24.9489 24.9141
132 24.9622 24.9496
133 24.9998 25.0159
134 25.0384 25.0458
135 25.0777 25.0452
136 25.0742 25.0695
137 26.5233 26.5183
138 26.7327 26.7139
139 26.896 26.8653
140 27.0691 27.0634
141 27.2683 27.2904
142 27.4899 27.5068
143 27.6286 27.6429
144 27.87 27.8569
145 27.9614 27.9451
146 27.9537 27.9348
147 28.0025 27.9885
148 27.9835 27.9663
149 28.0323 28.0441
150 28.0031 28.0139
151 27.963 27.9847
152 28.032 28.0514
153 29.5788 29.6019
154 29.7271 29.735
155 30.0201 30.0119
156 30.1948 30.1693
157 30.3478 30.3595
158 30.5403 30.5484
159 30.7464 30.7452
160 30.9811 30.9994
161 31.0254 31.0405
162 30.9963 31.0402
163 30.3105 30.3812
164 31.0325 31.0188
165 31.0385 31.0174
166 31.0247 30.9838
167 30.9804 30.9881
168 31.0075 31.0246
169 29.6767 29.6834
170 29.8357 29.8477
171 29.9954 30.0151
172 30.183 30.1843
173 30.3619 30.3521
174 30.5735 30.5638
175 30.7555 30.7435
176 30.8414 30.8203
177 30.9032 30.9064
178 30.8647 30.8853
179 30.8096 30.8321
180 30.7634 30.7828
181 30.7543 30.7682
182 30.7521 30.72
183 30.7228 30.707
184 30.6931 30.6814
185 29.1767 29.1281
186 29.3001 29.2924
187 29.4398 29.4482
188 29.6069 29.617
189 29.7746 29.7936
190 29.9315 29.9557
191 30.1021 30.1117
192 30.1574 30.1599
193 30.2453 30.2643
194 30.2692 30.2912
195 30.3034 30.3007
196 30.212 30.2958
197 30.3045 30.3237
198 30.294 30.2933
199 30.3162 30.3161
200 30.3317 30.3334
201 31.6659 31.6442
202 31.8512 31.8611
203 32.0366 32.0339
204 32.0666 32.101
205 32.3147 32.3193
206 32.4569 32.454
207 32.6159 32.6433
208 32.6544 32.6537
209 32.8117 32.812
210 32.7791 32.7426
211 31.9991 31.9952
212 32.7468 32.742
213 32.6956 32.7326
214 32.681 32.6669
215 32.7519 32.7489
216 32.6903 32.6655
217 34.2287 34.2295
218 34.1422 34.1311
219 34.5258 34.5667
220 34.6795 34.6782
221 34.8054 34.8138
222 34.9861 35.0073
223 35.0667 35.0941
224 35.142 35.1656
225 34.1309 34.1084
226 34.2653 34.2458
227 34.3796 34.3586
228 34.591 34.5915
229 34.6721 34.7192
230 34.8341 34.8549
231 34.9605 34.982
232 35.0583 35.1015
233 35.0985 35.0785
234 35.0856 35.0665
235 35.0215 34.9734
236 35.0569 35.0371
237 34.9921 34.9718
238 34.8802 34.8969
239 34.8752 34.8912
240 34.7016 34.6975
241 34.806 34.825
242 34.7736 34.7942
243 34.7438 34.766
244 34.7487 34.7034
245 34.6745 34.6568
246 34.5983 34.5841
247 34.5572 34.5585
248 34.5183 34.5089
249 34.4319 34.4289
250 34.3374 34.3051
251 34.2648 34.3066
252 34.2603 34.2873
253 34.1768 34.1559
254 34.1618 34.1358
255 34.0997 34.1004
256 33.8813 33.8684
500 41.9813 41.9843
700 44.114 44.1006
3434 34.7625 34.746
7128 35.186 35.2185
13908 35.5919 35.5908
16343 35.1708 35.1544
27897 35.7632 35.8037
32344 35.8123 35.8262
46830 33.1026 33.1172
64349 33.1464 33.1533
ldc2 -O3 -m64 benchmarks.d Dmemset.d
./benchmarks
